,Aspect,BulkDensity,ClayPercentage,annualPET,aridityIndexThornthwaite,climaticMoistureIndex,continentality,embergerQ,growingDegDays0,growingDegDays5,maxTempColdest,minTempWarmest,monthCountByTemp10,PETColdestQuarter,PETDriestQuarter,PETseasonality,PETWarmestQuarter,PETWettestQuarter,thermicityIndex,OrganicCarbon,PhCaCL,Slope,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
SCCS71,0.096299461,0.219540024,0.248439108,0.875655368,0.389897951,0.237255457,-1.090073116,0.735542629,1.022146513,1.026032851,1.050858096,0.72316745,0.96349536,1.110912029,0.774470766,-0.865376625,0.45897385,0.584783887,1.045389028,-0.171835323,-0.222895512,0.375610631,0.961976484,0.120065049,1.030653669,-1.092916291,0.63254051,1.040778027,-1.056309016,0.896331088,0.860407982,0.711835278,1.039578295,0.960615701,1.452536636,-0.174436893,0.75786639,1.519184233,-0.145745224,0.97372188,0.051792775
SCCS72,0.166936891,0.03753776,0.560675505,0.720077898,0.063896747,0.51058604,-1.028592196,1.067635632,1.074920186,1.069631457,0.992241943,0.974373315,0.893022523,0.980921932,0.487737759,-0.948011247,0.24113933,0.511320983,1.063086045,-0.149721268,-0.331705881,-0.34585502,1.005528999,-0.534156387,0.873372842,-1.023908819,0.587647499,1.093114837,-1.158946693,1.04424582,0.833825243,0.817302186,1.039067295,1.21122349,1.657366719,0.042040875,0.473238707,1.688749761,0.078094056,1.350033781,0.363203993
SCCS73,0.07258452,0.14895015,0.389893854,0.773410733,0.269367878,0.279854381,-1.029731061,0.774343747,0.987688316,0.97692256,0.987688264,0.775674677,0.895284661,0.991269943,0.639104825,-0.814698942,0.374996726,0.499852722,0.999447921,-0.148927319,-0.180582489,0.125494488,0.937753295,-0.131019083,0.907411987,-1.029357979,0.594914129,1.024641139,-1.057891914,0.874813055,0.821133461,0.719192195,1.000436091,0.95464959,1.374816879,-0.063318506,0.553611929,1.431144922,-0.032971484,0.953932745,0.153882158
SCCS74,0.043223934,0.040937035,0.756277976,0.91840939,0.194581793,0.438376461,-1.139707564,1.148795691,1.275896407,1.276575346,1.139400115,1.098708484,1.04649857,1.211854432,0.678443037,-1.073321478,0.402314951,0.556674167,1.248589792,-0.17093459,-0.224466553,-0.346905896,1.1388957,-0.390408532,1.058539093,-1.134155838,0.739342545,1.214344598,-1.231616203,1.129465576,0.963733866,0.953221215,1.173288867,1.264378012,1.731585292,0.02338582,0.626328229,1.779755113,0.068464777,1.239552815,0.404878032
SCCS75,0.117820499,0.038574926,0.537526147,0.583753518,0.027227555,0.44071348,-0.932282629,0.907121823,0.925631586,0.89956331,0.8793407,0.872186539,0.780010498,0.789859369,0.382046929,-0.776041029,0.181166898,0.394151307,0.920281591,-0.12068195,-0.218845647,-0.30562711,0.898519958,-0.592950718,0.708710489,-0.926968474,0.50639425,0.997362266,-1.07665259,0.888362551,0.746608369,0.724443834,0.933950153,1.039624995,1.392660223,0.099424876,0.260309799,1.421510036,0.131283278,1.14103298,0.329109163
SCCS76,0.043223934,0.040937035,0.756277976,0.91840939,0.194581793,0.438376461,-1.139707564,1.148795691,1.275896407,1.276575346,1.139400115,1.098708484,1.04649857,1.211854432,0.678443037,-1.073321478,0.402314951,0.556674167,1.248589792,-0.17093459,-0.224466553,-0.346905896,1.1388957,-0.390408532,1.058539093,-1.134155838,0.739342545,1.214344598,-1.231616203,1.129465576,0.963733866,0.953221215,1.173288867,1.264378012,1.731585292,0.02338582,0.626328229,1.779755113,0.068464777,1.239552815,0.404878032
SCCS78,0.00584125,0.009709374,0.88041631,0.599194062,-0.456524473,0.59105115,-1.108231371,1.522262115,0.9633772,0.943609394,0.949294132,0.74543634,0.898361288,0.848469408,0.543834731,-0.904002963,0.115869278,0.315955757,0.985480218,-0.070975027,-0.064981858,0.092575262,0.914305215,-0.599533731,1.134588649,-1.089462311,0.425290093,1.104086947,-1.279209211,0.781144097,0.839134644,0.639708529,1.011054434,1.397795185,1.237962073,1.019575116,-0.201093198,1.278002954,1.101633409,1.367747903,0.979319551
SCCS8,0.08131372,0.195084814,0.2984957,0.531254142,-0.03087975,0.224084381,-0.872831847,0.492028143,0.65500749,0.641248822,0.74260433,0.510240763,0.715723919,0.71607293,0.374762925,-0.692753187,0.189328991,0.374907496,0.689707191,-0.163616108,-0.31924025,0.007387355,0.709597146,-0.257243054,0.641878689,-0.872508194,0.351787913,0.828302433,-0.938551235,0.634376738,0.613105068,0.472123193,0.788848679,0.654715943,0.87925808,0.091060797,0.254362874,0.85550002,0.09885131,0.611465061,0.432082938
SCCS81,0.199856733,-0.039701037,0.553420751,0.611457232,0.004058389,0.373280669,-0.937540287,0.840884878,0.890547545,0.872388884,0.869433142,0.804963907,0.732425365,0.822827384,0.383163526,-0.764826963,0.252286084,0.515763382,0.900046375,-0.100785755,-0.364673156,-0.3920975,0.881913651,-0.539392009,0.726714764,-0.935686697,0.499264193,0.985958342,-1.065207123,0.932603723,0.725493471,0.690559824,0.923386242,0.930181346,1.248518546,0.064619091,0.332566757,1.30348498,0.090446763,0.893389298,0.289117808
SCCS82,0.096141772,0.025581829,0.717361421,0.901250757,0.166167936,0.455458376,-1.131773523,1.146253464,1.248906327,1.253349386,1.123176581,1.075411159,1.021892624,1.197785043,0.65271954,-1.072552272,0.388211147,0.589287101,1.226803259,-0.167487083,-0.296619049,-0.369725379,1.123630471,-0.403850816,1.047759695,-1.127173979,0.716905203,1.200874842,-1.227146196,1.145424358,0.944915589,0.931654465,1.158593857,1.26246708,1.734997409,0.01112227,0.641676441,1.784469448,0.053722546,1.257415105,0.393836009
SCCS83,0.266227186,0.216447216,0.72218386,0.768148967,0.110333214,-0.024764111,-1.002853295,0.592402514,0.924611537,0.916389492,0.928152015,0.707218281,0.89258239,0.975526015,0.634275784,-0.853544448,0.362960668,0.414026958,0.938110272,-0.22620441,-0.017732794,0.020833954,0.89252243,-0.158147982,0.98968631,-1.001704743,0.525552981,0.998501036,-1.065885896,0.713185609,0.836836614,0.660368061,0.957199135,0.589333734,0.847109757,0.008653907,0.400013459,0.839442103,0.05337547,0.526497187,0.12292766
SCCS84,0.11160829,0.127551813,0.60440512,0.89092016,0.158563396,0.663029831,-1.160918548,1.357309933,1.335058376,1.347388906,1.168880246,1.200249535,1.114545371,1.219110673,0.650105119,-1.19567097,0.260638103,0.523417825,1.295329261,-0.212415066,-0.284302212,-0.295699771,1.180266569,-0.498746513,1.088343126,-1.152858165,0.722600364,1.245790161,-1.286678772,1.200832715,0.988655329,0.994954117,1.204602261,1.559928512,2.165337271,0.008035799,0.679695835,2.172463663,0.057823058,1.877304163,0.458954572
SCCS85,-0.020634258,0.024278987,0.715573062,0.682951536,0.12244946,0.302106022,-0.970598789,0.851477491,1.003006213,0.969163716,0.937031202,0.902036097,0.834950141,0.881449836,0.490344762,-0.768031989,0.311051933,0.379876157,0.990823595,-0.115150367,-0.064037757,-0.297016322,0.945518769,-0.483382492,0.771628921,-0.964777778,0.592753117,1.042082324,-1.083832153,0.866108797,0.803902957,0.780421282,0.984615453,0.938143564,1.234301391,0.115717214,0.268615872,1.283841917,0.151872724,0.81896309,0.335126236
SCCS87,0.040033721,0.066714611,0.678618935,0.798453958,0.147156092,0.462027501,-1.069399407,1.091430252,1.172087436,1.161246621,1.056849123,1.04668302,0.974607288,1.061259772,0.58014762,-0.97891753,0.305127388,0.461722339,1.146996352,-0.161083766,-0.173132456,-0.303930986,1.065120139,-0.475491494,0.936862121,-1.062752044,0.664805538,1.146532123,-1.18430615,1.034805072,0.899168891,0.889139333,1.097805797,1.227261914,1.668524187,0.060314971,0.480895673,1.701450509,0.103072564,1.291028048,0.39341574
SCCS88,0.290024095,0.323254071,0.855309811,0.90919709,0.018061421,-0.057585697,-1.207838362,0.662304747,1.058382343,1.069532362,1.073529709,0.675710988,1.071990199,1.234268083,0.630335747,-1.221678758,0.32822624,0.579803908,1.080629091,-0.263478454,-0.022081463,0.024094638,0.9789702,-0.087071643,1.314696851,-1.202603469,0.495662123,1.120908636,-1.257448743,0.867504722,0.864630633,0.644395074,1.087625743,0.627866192,0.883434572,0.086729878,0.365908106,0.845756207,0.154691134,0.62164898,0.037269215
SCCS89,0.120992226,0.350529493,0.450354636,0.86592769,0.30489951,-0.103222104,-1.111002802,0.431627249,0.915640515,0.910812516,1.008418113,0.519575053,0.972257387,1.097415444,0.746416765,-0.894572202,0.446374606,0.522737687,0.957026122,-0.208368664,0.032448739,0.514175045,0.877500498,0.245254624,1.132717931,-1.112039756,0.524490114,0.995238574,-1.061980832,0.699734975,0.813985439,0.567424401,0.99202598,0.536180791,0.842474842,-0.077078823,0.503002188,0.86723396,-0.032791679,0.435615234,-0.110002298
SCCS92,0.034170451,0.024271526,0.569436741,0.452050033,-0.658097743,0.704652151,-0.863396891,1.16234704,0.726919981,0.709449918,0.75860757,0.654582269,0.849283127,0.552554478,0.352086263,-0.552329523,0.104744447,0.194133581,0.737548181,-0.096358301,-0.206629751,0.291634018,0.740793725,-0.477002413,0.663305133,-0.851092193,0.337831486,0.869296668,-1.005253142,0.589670228,0.676502774,0.538302643,0.80484615,1.366192731,1.235031351,1.051590289,-0.306092855,1.287462016,1.096090575,1.442798749,0.873184307
SCCS93,-0.066565015,0.008182486,0.68947997,0.709050808,-0.702271113,0.937244626,-1.167379641,1.904426177,1.037535211,1.044735369,1.018429487,0.767137401,1.027921172,1.00184341,0.607238981,-1.102462259,0.131010068,0.339650891,1.047259862,-0.049685034,-0.466046282,0.30184051,0.963639698,-0.480234003,1.237071815,-1.154441959,0.459034587,1.131859309,-1.296507188,0.830067792,0.887428218,0.663237012,1.064465017,1.916370695,1.712249267,1.431299088,-0.18672909,1.774561097,1.462505716,1.639778934,1.339016938
SCCS94,-0.041276991,0.029908397,0.762884671,0.650780751,0.210768581,0.254512682,-1.049429941,0.812320302,0.879070837,0.848669613,0.921341361,0.631111958,0.835854503,0.86202367,0.655855611,-0.801075676,0.244943898,0.329659093,0.905742861,-0.059591105,0.133225608,0.323668824,0.854676311,-0.271789715,1.042622652,-1.039396738,0.461763786,1.016464516,-1.132349642,0.672866447,0.802974756,0.591081998,0.955365776,0.876086062,1.086800919,0.081497542,0.161936527,1.036024873,0.111233446,0.502499626,0.475691889
SCCS98,-0.078530967,0.084775486,0.609386649,0.466647983,-0.334101643,0.675026181,-0.895090272,1.006046401,0.817689816,0.80067632,0.815887395,0.745985813,0.860185078,0.641317344,0.353158372,-0.70382025,0.068195235,0.193421896,0.823277946,-0.171010904,-0.150668816,0.42965491,0.807002091,-0.599808931,0.577474235,-0.886882001,0.409657845,0.923109501,-1.034611501,0.70490624,0.705824446,0.612902452,0.86164532,1.255061155,1.372228545,0.595855117,-0.010686372,1.402924635,0.621664121,1.546820662,0.332992764
SCCS99,-0.018773455,0.028495351,0.608671209,0.422555887,-0.334510265,0.477458029,-0.854193579,0.896439988,0.680170155,0.641285308,0.734921186,0.591620346,0.748228097,0.526987045,0.368229084,-0.521044182,0.110555922,0.167534349,0.699137159,-0.064681752,-0.01193348,0.265213465,0.710548697,-0.471715942,0.658636119,-0.842907255,0.332271833,0.855025439,-0.98875862,0.527358944,0.65580379,0.503157148,0.784384201,1.039203258,0.99792191,0.681927283,-0.261283532,1.013105479,0.717025841,0.947088844,0.658813839
